"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 26, 2006","52.10","55.00","55.00","51.17","3.94M","-5.41%"
"Feb 19, 2006","55.08","55.30","55.37","53.87","2.12M","0.16%"
"Feb 12, 2006","54.99","53.30","55.35","52.52","1.47M","3.07%"
"Feb 05, 2006","53.35","52.80","53.75","51.82","1.64M","0.89%"
"Jan 29, 2006","52.88","55.55","56.04","52.76","3.05M","-5.06%"
"Jan 22, 2006","55.70","53.25","55.95","51.00","3.79M","7.45%"
"Jan 15, 2006","51.84","52.10","54.25","51.70","2.38M","-1.87%"
"Jan 08, 2006","52.83","53.80","54.86","52.77","4.40M","-0.88%"
"Jan 01, 2006","53.30","51.40","53.85","50.45","3.42M","3.90%"
"Dec 25, 2005","51.30","51.47","51.75","50.50","2.89M","0.06%"
"Dec 18, 2005","51.27","48.00","51.76","47.44","7.28M","4.70%"
"Dec 11, 2005","48.97","50.35","50.66","44.75","14.33M","-2.53%"
"Dec 04, 2005","50.24","53.00","53.48","49.50","5.30M","-6.04%"
"Nov 27, 2005","53.47","52.75","56.22","52.31","7.74M","1.65%"
"Nov 20, 2005","52.60","72.50","73.67","50.90","19.72M","-27.55%"
"Nov 13, 2005","72.60","72.15","72.66","69.85","1.83M","0.82%"
"Nov 06, 2005","72.01","72.64","74.32","69.02","3.72M","-1.00%"
"Oct 30, 2005","72.74","67.55","73.55","67.55","2.38M","8.08%"
"Oct 23, 2005","67.30","69.72","69.80","66.86","2.05M","-3.05%"
"Oct 16, 2005","69.42","72.09","72.09","69.01","2.13M","-3.03%"
"Oct 09, 2005","71.59","72.40","74.75","68.20","3.53M","-0.68%"
"Oct 02, 2005","72.08","76.40","78.50","71.60","3.67M","-5.91%"
"Sep 25, 2005","76.61","73.75","77.20","73.54","2.17M","4.08%"
"Sep 18, 2005","73.61","74.05","74.96","72.81","1.63M","-1.15%"
"Sep 11, 2005","74.47","73.70","76.25","73.36","2.67M","-0.07%"
"Sep 04, 2005","74.52","69.24","75.10","68.49","4.32M","7.67%"
"Aug 28, 2005","69.21","66.85","70.42","66.51","2.49M","3.30%"
"Aug 21, 2005","67.00","67.80","73.44","66.58","2.44M","-1.03%"
"Aug 14, 2005","67.70","66.75","68.25","66.45","1.45M","1.23%"
"Aug 07, 2005","66.88","68.27","68.99","66.37","2.31M","-2.01%"
"Jul 31, 2005","68.25","68.70","70.91","67.84","2.89M","-0.66%"
"Jul 24, 2005","68.70","65.10","69.50","64.79","3.18M","5.74%"
"Jul 17, 2005","64.97","63.45","66.00","63.00","1.73M","2.31%"
"Jul 10, 2005","63.50","64.33","65.38","63.23","3.44M","-0.91%"
"Jul 03, 2005","64.08","61.00","64.23","60.80","2.49M","5.03%"
"Jun 26, 2005","61.01","62.10","62.48","60.27","2.51M","-1.99%"
"Jun 19, 2005","62.25","63.99","63.99","61.43","4.15M","-2.05%"
"Jun 12, 2005","63.55","61.80","64.65","61.80","3.62M","2.67%"
"Jun 05, 2005","61.90","63.99","65.00","60.00","5.67M","-3.28%"
"May 29, 2005","64.00","65.65","66.46","63.82","2.85M","-1.92%"
"May 22, 2005","65.25","64.14","66.00","63.62","3.24M","2.14%"
"May 15, 2005","63.88","60.30","64.27","60.10","2.22M","6.18%"
"May 08, 2005","60.16","61.55","62.75","59.74","3.00M","-3.53%"
"May 01, 2005","62.36","67.76","67.82","58.12","10.53M","-7.68%"
"Apr 24, 2005","67.55","71.30","71.35","64.59","3.79M","-5.33%"
"Apr 17, 2005","71.35","70.35","72.60","69.68","1.27M","1.61%"
"Apr 10, 2005","70.22","74.85","75.34","69.12","1.90M","-6.16%"
"Apr 03, 2005","74.83","72.68","75.86","71.88","2.02M","2.96%"
"Mar 27, 2005","72.68","75.85","76.30","70.53","3.21M","-4.05%"
"Mar 20, 2005","75.75","79.00","79.00","75.57","1.85M","-4.36%"
"Mar 13, 2005","79.20","83.00","83.92","78.55","2.04M","-4.58%"
"Mar 06, 2005","83.00","82.95","84.70","80.99","1.89M","0.06%"
"Feb 27, 2005","82.95","83.45","83.89","81.67","1.89M","-0.60%"
"Feb 20, 2005","83.45","79.90","83.63","79.25","1.47M","2.27%"
"Feb 13, 2005","81.60","82.25","84.20","81.06","2.58M","-0.43%"
"Feb 06, 2005","81.95","81.00","81.95","79.80","1.89M","0.65%"
"Jan 30, 2005","81.42","75.12","81.83","75.12","2.78M","8.40%"
"Jan 23, 2005","75.11","75.19","77.27","70.90","4.21M","-0.11%"
"Jan 16, 2005","75.19","71.00","76.33","70.95","3.35M","5.43%"
"Jan 09, 2005","71.32","71.37","72.00","70.22","3.26M","0.04%"
"Jan 02, 2005","71.29","70.95","74.08","69.72","5.51M","0.99%"
"Dec 26, 2004","70.59","70.53","71.62","70.06","1.32M","0.44%"
"Dec 19, 2004","70.28","69.37","70.55","68.93","1.56M","0.95%"
"Dec 12, 2004","69.62","75.75","75.75","66.43","6.97M","-6.00%"
"Dec 05, 2004","74.06","71.40","74.41","68.77","1.69M","4.24%"
"Nov 28, 2004","71.05","69.68","71.67","69.30","1.42M","2.57%"
"Nov 21, 2004","69.27","67.55","69.79","66.72","861.40K","2.17%"
"Nov 14, 2004","67.80","71.70","72.29","66.79","1.92M","-5.61%"
"Nov 07, 2004","71.83","70.93","71.83","69.16","1.51M","1.17%"
"Oct 31, 2004","71.00","70.25","72.30","68.42","1.48M","0.92%"
"Oct 24, 2004","70.35","67.50","71.00","65.30","1.62M","3.46%"
"Oct 17, 2004","68.00","69.02","70.02","67.70","1.48M","-1.31%"
"Oct 10, 2004","68.90","70.00","70.43","67.36","1.25M","-1.67%"
"Oct 03, 2004","70.07","68.45","71.48","68.40","3.63M","2.29%"
"Sep 26, 2004","68.50","67.00","68.85","65.81","2.24M","1.36%"
"Sep 19, 2004","67.58","65.08","67.90","65.08","1.79M","3.89%"
"Sep 12, 2004","65.05","65.40","65.75","64.40","1.01M","0.00%"
"Sep 05, 2004","65.05","66.10","66.17","62.72","2.05M","-1.21%"
"Aug 29, 2004","65.85","58.74","66.22","57.54","4.61M","12.56%"
"Aug 22, 2004","58.50","58.20","58.98","57.25","1.78M","0.79%"
"Aug 15, 2004","58.04","57.90","59.22","57.54","1.78M","-0.02%"
"Aug 08, 2004","58.05","58.30","60.50","57.75","1.61M","-0.12%"
"Aug 01, 2004","58.12","59.45","61.78","56.56","3.42M","-2.24%"
"Jul 25, 2004","59.45","55.82","59.50","53.19","4.93M","6.50%"
"Jul 18, 2004","55.82","56.87","58.62","54.00","2.62M","-1.67%"
"Jul 11, 2004","56.77","58.95","59.10","56.70","1.80M","-3.99%"
"Jul 04, 2004","59.13","61.00","61.45","58.90","1.03M","-3.02%"
"Jun 27, 2004","60.97","59.75","63.65","59.12","3.37M","4.22%"
"Jun 20, 2004","58.50","57.40","58.50","54.90","2.50M","2.52%"
"Jun 13, 2004","57.06","56.50","57.34","55.18","1.66M","0.85%"
"Jun 06, 2004","56.58","55.68","57.80","55.41","1.50M","2.35%"
"May 30, 2004","55.28","55.35","58.20","54.88","1.59M","0.14%"
"May 23, 2004","55.20","54.30","55.69","53.16","1.13M","2.13%"
"May 16, 2004","54.05","54.82","55.31","53.27","1.24M","-1.85%"
"May 09, 2004","55.07","54.50","55.83","52.58","1.41M","0.22%"
"May 02, 2004","54.95","54.00","57.49","53.72","1.81M","1.76%"
"Apr 25, 2004","54.00","54.05","54.49","52.84","1.11M","-0.09%"
"Apr 18, 2004","54.05","53.01","54.98","52.40","835.00K","1.98%"
"Apr 11, 2004","53.00","53.37","54.63","52.22","763.10K","-0.51%"
"Apr 04, 2004","53.27","54.07","55.39","53.12","495.40K","-1.30%"
"Mar 28, 2004","53.97","52.00","54.20","52.00","1.26M","3.99%"
"Mar 21, 2004","51.90","51.57","52.10","49.62","1.26M","0.68%"
"Mar 14, 2004","51.55","53.19","53.47","51.05","1.03M","-3.17%"
"Mar 07, 2004","53.24","54.30","55.61","52.15","2.10M","-1.97%"
"Feb 29, 2004","54.31","47.31","54.77","46.65","4.00M","14.80%"
"Feb 22, 2004","47.31","47.20","47.60","46.23","1.12M","-0.15%"
"Feb 15, 2004","47.38","48.00","49.04","46.66","700.90K","-0.65%"
"Feb 08, 2004","47.69","48.80","49.31","47.65","1.01M","-2.41%"
"Feb 01, 2004","48.87","48.60","49.32","46.75","970.60K","0.97%"
"Jan 25, 2004","48.40","48.84","49.35","46.90","710.80K","-0.90%"
"Jan 18, 2004","48.84","48.65","48.92","47.91","873.70K","0.39%"
"Jan 11, 2004","48.65","46.85","49.00","46.55","755.10K","4.29%"
"Jan 04, 2004","46.65","46.50","47.54","45.75","1.20M","-1.23%"
"Dec 28, 2003","47.23","47.13","48.15","46.84","522.20K","0.21%"
"Dec 21, 2003","47.13","47.20","47.20","46.34","523.40K","-0.15%"
"Dec 14, 2003","47.20","45.90","47.31","44.73","1.08M","3.17%"
"Dec 07, 2003","45.75","45.94","46.50","44.13","1.57M","-0.44%"
"Nov 30, 2003","45.95","45.95","46.62","45.84","1.16M","0.66%"
"Nov 23, 2003","45.65","43.55","45.69","43.50","578.70K","5.67%"
"Nov 16, 2003","43.20","42.80","43.66","42.23","851.40K","0.82%"
"Nov 09, 2003","42.85","43.30","43.37","41.50","1.09M","-1.61%"
"Nov 02, 2003","43.55","43.65","44.35","43.00","994.76K","0.23%"
"Oct 26, 2003","43.45","40.90","43.95","40.90","1.14M","6.60%"
"Oct 19, 2003","40.76","42.15","42.45","40.38","1.21M","-3.07%"
"Oct 12, 2003","42.05","41.65","43.38","41.50","1.70M","1.57%"
"Oct 05, 2003","41.40","40.72","41.77","39.51","1.66M","1.30%"
"Sep 28, 2003","40.87","40.20","41.26","39.40","1.62M","1.69%"
"Sep 21, 2003","40.19","42.94","42.94","40.19","1.31M","-6.40%"
"Sep 14, 2003","42.94","43.14","43.38","41.75","2.21M","0.00%"
"Sep 07, 2003","42.94","43.70","44.75","42.52","2.04M","-2.03%"
"Aug 31, 2003","43.83","37.40","44.52","37.39","6.39M","18.17%"
"Aug 24, 2003","37.09","36.19","37.12","35.62","882.50K","2.54%"
"Aug 17, 2003","36.17","35.05","37.06","34.80","1.45M","3.40%"
"Aug 10, 2003","34.98","34.06","35.35","34.02","1.64M","3.00%"
"Aug 03, 2003","33.96","35.05","35.05","32.03","2.26M","-3.25%"
"Jul 27, 2003","35.10","35.10","35.75","34.65","1.25M","0.26%"
"Jul 20, 2003","35.01","35.04","35.73","34.40","1.47M","-0.03%"
"Jul 13, 2003","35.02","35.94","36.30","34.76","1.35M","-2.01%"
"Jul 06, 2003","35.74","35.70","35.98","35.16","1.48M","0.82%"
"Jun 29, 2003","35.45","35.04","35.70","34.18","1.40M","2.58%"
"Jun 22, 2003","34.56","32.75","35.25","31.90","2.74M","5.53%"
"Jun 15, 2003","32.75","33.60","34.66","32.39","2.98M","-2.36%"
"Jun 08, 2003","33.54","32.65","34.48","31.77","2.25M","1.18%"
"Jun 01, 2003","33.15","34.72","36.10","32.25","6.88M","-3.97%"
"May 25, 2003","34.52","32.20","34.52","32.20","1.69M","6.67%"
"May 18, 2003","32.36","32.90","33.04","31.20","2.28M","-1.76%"
"May 11, 2003","32.94","30.20","33.48","29.96","3.79M","9.07%"
"May 04, 2003","30.20","28.30","30.47","27.82","3.29M","7.24%"
"Apr 27, 2003","28.16","28.16","28.50","27.75","2.23M","0.72%"
"Apr 20, 2003","27.96","28.20","28.87","26.38","3.00M","-2.95%"
"Apr 13, 2003","28.81","28.92","29.75","28.26","1.57M","-0.38%"
"Apr 06, 2003","28.92","30.95","31.01","28.80","1.56M","-3.57%"
"Mar 30, 2003","29.99","30.00","30.71","29.15","1.66M","-0.83%"
"Mar 23, 2003","30.24","29.33","30.24","28.70","2.09M","1.89%"
"Mar 16, 2003","29.68","27.86","30.01","27.67","2.57M","6.57%"
"Mar 09, 2003","27.85","29.15","29.26","26.88","3.46M","-4.43%"
"Mar 02, 2003","29.14","29.25","29.80","27.98","2.73M","0.31%"
"Feb 23, 2003","29.05","28.35","29.25","26.81","3.53M","2.47%"
"Feb 16, 2003","28.35","25.75","28.48","25.45","1.88M","10.18%"
"Feb 09, 2003","25.73","25.45","26.02","25.12","1.28M","1.10%"
"Feb 02, 2003","25.45","25.80","26.58","25.25","1.58M","-0.62%"
"Jan 26, 2003","25.61","24.00","27.90","23.10","3.47M","6.66%"
"Jan 19, 2003","24.01","25.50","25.50","23.75","1.89M","-5.47%"
"Jan 12, 2003","25.40","26.11","26.60","25.01","2.41M","-2.68%"
"Jan 05, 2003","26.10","25.90","27.40","25.80","2.28M","0.38%"
"Dec 29, 2002","26.00","24.62","26.10","24.09","1.56M","5.61%"
"Dec 22, 2002","24.62","24.90","25.11","24.08","1.29M","-0.97%"
"Dec 15, 2002","24.86","25.06","26.75","24.38","3.30M","-0.76%"
"Dec 08, 2002","25.05","30.20","31.47","23.95","6.87M","-16.78%"
"Dec 01, 2002","30.10","28.45","30.25","28.15","1.60M","2.21%"
"Nov 17, 2002","29.45","29.25","29.60","28.12","2.53M","0.82%"
"Nov 10, 2002","29.21","28.40","29.43","27.74","3.07M","2.67%"
"Nov 03, 2002","28.45","26.62","28.52","26.10","3.18M","7.64%"
"Oct 27, 2002","26.43","26.80","27.00","25.75","2.82M","-1.12%"
"Oct 20, 2002","26.73","27.90","27.90","26.15","3.43M","-4.30%"
"Oct 13, 2002","27.93","27.85","28.95","26.90","4.00M","0.14%"
"Oct 06, 2002","27.89","27.27","28.15","25.18","4.50M","2.42%"
"Sep 29, 2002","27.23","26.22","28.32","25.79","5.14M","3.54%"
"Sep 22, 2002","26.30","26.30","27.62","25.36","3.29M","0.00%"
"Sep 15, 2002","26.30","26.05","26.95","25.40","2.58M","1.00%"
"Sep 08, 2002","26.04","24.53","26.25","24.48","2.43M","6.20%"
"Sep 01, 2002","24.52","22.70","25.45","21.45","5.80M","8.02%"
"Aug 25, 2002","22.70","22.98","23.57","22.24","1.93M","-1.00%"
"Aug 18, 2002","22.93","21.32","23.12","21.20","2.34M","7.80%"
"Aug 11, 2002","21.27","21.52","21.61","20.32","2.10M","-1.25%"
"Aug 04, 2002","21.54","21.58","22.04","20.98","1.79M","-0.65%"
"Jul 28, 2002","21.68","21.90","23.02","21.30","2.39M","0.14%"
"Jul 21, 2002","21.65","20.25","21.75","19.18","2.27M","6.91%"
"Jul 14, 2002","20.25","21.02","21.50","20.18","2.40M","-3.80%"
"Jul 07, 2002","21.05","21.23","21.70","19.82","2.00M","-1.03%"
"Jun 30, 2002","21.27","23.45","23.45","20.48","2.09M","-9.68%"
"Jun 23, 2002","23.55","23.77","23.85","22.50","1.93M","-1.38%"
"Jun 16, 2002","23.88","23.82","25.05","23.35","1.59M","0.46%"
"Jun 09, 2002","23.77","26.60","26.72","23.29","2.38M","-10.47%"
"Jun 02, 2002","26.55","25.11","26.73","22.68","2.97M","6.20%"
"May 26, 2002","25.00","24.91","25.20","24.56","632.80K","0.36%"
"May 19, 2002","24.91","25.43","25.44","24.50","1.07M","-2.12%"
"May 12, 2002","25.45","25.73","26.95","25.15","1.57M","-1.13%"
"May 05, 2002","25.74","27.18","27.55","25.65","1.44M","-5.37%"
"Apr 28, 2002","27.20","26.02","27.32","25.43","1.65M","4.41%"
"Apr 21, 2002","26.05","26.02","26.79","26.00","1.26M","0.12%"
"Apr 14, 2002","26.02","25.16","26.06","24.88","1.47M","3.42%"
"Apr 07, 2002","25.16","23.75","25.32","23.60","1.57M","5.94%"
"Mar 31, 2002","23.75","23.77","23.93","23.12","1.29M","0.21%"
"Mar 24, 2002","23.70","23.05","24.18","22.18","1.87M","2.82%"
"Mar 17, 2002","23.05","23.35","23.59","22.35","1.23M","-0.77%"
"Mar 10, 2002","23.23","24.50","24.57","23.00","2.01M","-5.76%"
"Mar 03, 2002","24.65","25.18","25.23","24.38","2.09M","-1.40%"
"Feb 24, 2002","25.00","23.18","25.15","22.59","2.35M","8.27%"
"Feb 17, 2002","23.09","21.65","23.30","21.19","1.01M","6.50%"
"Feb 10, 2002","21.68","22.18","22.60","21.30","2.16M","-1.90%"
"Feb 03, 2002","22.10","23.62","23.88","22.05","1.09M","-6.55%"
"Jan 27, 2002","23.65","23.75","23.80","23.34","764.80K","-0.13%"
"Jan 20, 2002","23.68","23.48","24.12","23.25","451.20K","0.68%"
"Jan 13, 2002","23.52","24.38","24.85","23.18","1.69M","-3.33%"
"Jan 06, 2002","24.33","23.30","24.64","23.30","1.20M","4.74%"
"Dec 30, 2001","23.23","24.77","25.18","23.14","1.26M","-6.22%"
"Dec 23, 2001","24.77","24.32","25.36","24.32","668.60K","2.06%"
"Dec 16, 2001","24.27","23.48","24.32","22.68","2.24M","3.45%"
"Dec 09, 2001","23.46","22.15","24.11","22.08","2.07M","5.68%"
"Dec 02, 2001","22.20","21.95","23.35","21.73","1.88M","0.68%"
"Nov 25, 2001","22.05","23.45","23.70","21.18","2.15M","-5.61%"
"Nov 18, 2001","23.36","22.75","23.82","22.65","561.00K","2.37%"
"Nov 11, 2001","22.82","22.95","23.39","21.02","2.85M","-0.70%"
"Nov 04, 2001","22.98","24.25","24.43","22.80","981.60K","-5.43%"
"Oct 28, 2001","24.30","25.57","25.73","23.40","2.06M","-5.04%"
"Oct 21, 2001","25.59","25.62","26.71","24.94","1.26M","0.12%"
"Oct 14, 2001","25.56","24.77","26.30","24.62","2.01M","3.69%"
"Oct 07, 2001","24.65","24.14","26.02","24.00","1.71M","1.57%"
"Sep 30, 2001","24.27","23.48","24.88","23.23","1.46M","3.50%"
"Sep 23, 2001","23.45","21.50","24.10","20.95","3.17M","9.84%"
"Sep 16, 2001","21.35","24.85","24.85","20.35","2.22M","-14.60%"
"Sep 09, 2001","25.00","24.95","25.12","24.82","328.60K","0.04%"
"Sep 02, 2001","24.99","25.45","25.75","24.50","1.54M","-2.00%"
"Aug 26, 2001","25.50","27.45","27.75","22.57","6.43M","-7.04%"
"Aug 19, 2001","27.43","26.40","27.86","25.70","1.80M","3.90%"
"Aug 12, 2001","26.40","26.07","27.15","26.02","1.50M","1.46%"
"Aug 05, 2001","26.02","24.48","26.57","24.35","1.75M","6.20%"
"Jul 29, 2001","24.50","24.20","24.65","23.85","864.20K","1.45%"
"Jul 22, 2001","24.15","24.43","24.50","22.78","1.09M","-0.94%"
"Jul 15, 2001","24.38","24.75","25.02","22.50","1.54M","-1.49%"
"Jul 08, 2001","24.75","24.82","25.10","23.90","832.20K","0.20%"
"Jul 01, 2001","24.70","25.38","25.50","23.95","1.35M","-3.89%"
"Jun 24, 2001","25.70","23.35","25.70","23.10","1.54M","10.06%"
"Jun 17, 2001","23.35","23.80","23.98","22.93","958.00K","-1.48%"
"Jun 10, 2001","23.70","23.57","24.30","22.82","1.29M","0.68%"
"Jun 03, 2001","23.54","23.25","24.23","23.25","821.00K","1.25%"
"May 27, 2001","23.25","22.38","23.27","22.28","1.24M","5.44%"
"May 20, 2001","22.05","21.62","22.18","20.93","1.20M","1.66%"
"May 13, 2001","21.69","20.73","22.00","20.65","929.60K","4.53%"
"May 06, 2001","20.75","20.93","21.38","20.45","1.82M","-1.19%"
"Apr 29, 2001","21.00","22.85","22.85","20.95","1.35M","-7.89%"
"Apr 22, 2001","22.80","21.65","22.88","20.80","1.08M","4.92%"
"Apr 15, 2001","21.73","22.10","23.02","21.46","989.00K","-1.90%"
"Apr 08, 2001","22.15","24.70","25.20","21.34","3.54M","-8.85%"
"Apr 01, 2001","24.30","23.68","24.50","22.00","2.01M","2.62%"
"Mar 25, 2001","23.68","21.10","24.12","21.05","1.55M","12.12%"
"Mar 18, 2001","21.12","20.75","21.48","20.57","748.00K","1.78%"
"Mar 11, 2001","20.75","21.62","21.88","20.50","805.20K","-4.82%"
"Mar 04, 2001","21.80","20.70","22.50","20.70","1.80M","5.31%"
"Feb 25, 2001","20.70","19.13","20.96","19.13","1.27M","8.26%"
"Feb 18, 2001","19.12","18.48","19.20","18.38","693.00K","3.35%"
"Feb 11, 2001","18.50","19.20","19.48","17.45","1.97M","-3.90%"
"Feb 04, 2001","19.25","18.75","19.80","18.57","1.27M","2.01%"
"Jan 28, 2001","18.87","19.85","20.23","18.86","644.20K","-5.08%"
"Jan 21, 2001","19.88","18.88","20.38","18.88","709.00K","4.96%"
"Jan 14, 2001","18.94","19.69","19.72","18.59","616.40K","-4.10%"
"Jan 07, 2001","19.75","18.41","20.19","18.12","1.01M","6.76%"
"Dec 31, 2000","18.50","19.69","20.25","18.25","1.25M","-7.22%"
"Dec 24, 2000","19.94","18.00","20.75","18.00","813.20K","10.59%"
"Dec 17, 2000","18.03","17.69","18.19","17.22","900.60K","1.24%"
"Dec 10, 2000","17.81","15.41","18.00","15.25","1.34M","16.10%"
"Dec 03, 2000","15.34","16.06","16.50","15.28","424.60K","-6.35%"
"Nov 26, 2000","16.38","16.62","16.84","16.28","137.60K","-1.27%"
"Nov 19, 2000","16.59","17.19","17.22","16.53","132.20K","-3.83%"
"Nov 12, 2000","17.25","16.47","17.38","16.03","432.80K","3.17%"
"Nov 05, 2000","16.72","17.91","17.91","16.59","505.60K","-6.28%"
"Oct 29, 2000","17.84","17.62","17.88","17.38","382.00K","0.85%"
"Oct 22, 2000","17.69","17.38","17.75","17.38","322.00K","1.43%"
"Oct 15, 2000","17.44","17.47","17.59","17.16","180.60K","-0.17%"
"Oct 08, 2000","17.47","17.03","17.62","16.62","638.60K","2.22%"
"Oct 01, 2000","17.09","17.69","17.75","16.56","915.80K","-3.39%"
"Sep 24, 2000","17.69","16.38","17.69","15.88","795.20K","7.60%"
"Sep 17, 2000","16.44","16.88","16.88","15.88","700.00K","-2.20%"
"Sep 10, 2000","16.81","16.81","17.34","16.09","833.00K","-0.41%"
"Sep 03, 2000","16.88","16.53","17.03","16.53","372.80K","1.75%"
"Aug 27, 2000","16.59","13.66","16.66","13.22","2.06M","21.18%"
"Aug 20, 2000","13.69","16.34","17.00","13.12","3.59M","-17.03%"
"Aug 13, 2000","16.50","17.78","17.78","16.25","965.60K","-7.51%"
"Aug 06, 2000","17.84","17.84","18.19","17.75","421.40K","0.34%"
"Jul 30, 2000","17.78","17.16","18.06","17.09","565.40K","3.61%"
"Jul 23, 2000","17.16","18.19","18.22","17.12","486.40K","-5.14%"
"Jul 16, 2000","18.09","18.72","18.72","17.94","743.40K","-3.21%"
"Jul 09, 2000","18.69","18.97","19.00","18.41","340.00K","-1.32%"
"Jul 02, 2000","18.94","18.31","19.41","18.22","560.80K","4.12%"
"Jun 25, 2000","18.19","18.19","18.53","18.03","390.80K","0.17%"
"Jun 18, 2000","18.16","18.19","18.69","17.88","1.14M","0.22%"
"Jun 11, 2000","18.12","19.00","19.16","18.06","804.40K","-3.67%"
"Jun 04, 2000","18.81","17.50","18.94","17.25","1.13M","7.67%"
"May 28, 2000","17.47","16.88","17.62","16.81","445.60K","4.67%"
"May 21, 2000","16.69","16.69","16.84","16.38","439.20K","0.00%"
"May 14, 2000","16.69","17.41","17.69","16.56","503.20K","-4.14%"
"May 07, 2000","17.41","16.72","17.56","16.59","589.00K","3.75%"
"Apr 30, 2000","16.78","16.81","17.25","16.19","575.20K","-0.18%"
"Apr 23, 2000","16.81","15.56","17.03","15.31","764.20K","7.14%"
"Apr 16, 2000","15.69","16.44","16.50","15.44","799.40K","-4.56%"
"Apr 09, 2000","16.44","17.75","17.91","16.38","1.45M","-6.06%"
"Apr 02, 2000","17.50","16.09","17.75","15.78","1.49M","8.76%"
"Mar 26, 2000","16.09","15.78","16.28","15.16","958.80K","1.77%"
"Mar 19, 2000","15.81","14.22","18.00","14.22","2.95M","11.18%"
"Mar 12, 2000","14.22","12.81","14.31","12.50","918.80K","10.75%"
"Mar 05, 2000","12.84","14.31","14.47","12.84","501.20K","-10.71%"
"Feb 27, 2000","14.38","14.56","14.59","13.31","991.00K","-1.24%"
"Feb 20, 2000","14.56","15.03","15.62","14.56","642.60K","-2.74%"
"Feb 13, 2000","14.97","15.09","15.09","14.75","664.00K","-0.99%"
"Feb 06, 2000","15.12","15.56","15.81","15.12","404.80K","-3.45%"
"Jan 30, 2000","15.66","15.38","15.88","14.81","524.00K","1.03%"
"Jan 23, 2000","15.50","16.09","16.22","15.38","1.16M","-3.67%"
"Jan 16, 2000","16.09","15.38","16.81","15.38","818.40K","3.81%"
"Jan 09, 2000","15.50","15.09","15.62","14.94","928.40K","2.72%"
"Jan 02, 2000","15.09","15.19","15.34","14.44","1.22M","0.20%"
"Dec 26, 1999","15.06","14.06","15.22","14.00","569.40K","7.57%"
"Dec 19, 1999","14.00","14.25","14.31","13.81","417.00K","-2.17%"
"Dec 12, 1999","14.31","14.69","14.69","13.50","910.40K","-2.79%"
"Dec 05, 1999","14.72","12.81","14.84","12.56","1.33M","14.91%"
"Nov 28, 1999","12.81","13.44","13.44","12.47","732.20K","-4.90%"
"Nov 21, 1999","13.47","13.91","14.06","13.38","359.00K","-2.67%"
"Nov 14, 1999","13.84","12.91","13.94","12.88","560.20K","7.20%"
"Nov 07, 1999","12.91","13.12","13.41","12.88","337.60K","-1.15%"
"Oct 31, 1999","13.06","12.38","13.34","12.31","780.00K","4.48%"
"Oct 24, 1999","12.50","13.91","13.94","12.50","866.40K","-9.29%"
"Oct 17, 1999","13.78","13.91","13.94","12.75","1.31M","-0.72%"
"Oct 10, 1999","13.88","15.34","15.34","13.88","1.26M","-10.28%"
"Oct 03, 1999","15.47","15.12","15.75","14.19","2.03M","1.05%"
"Sep 26, 1999","15.31","14.31","15.94","14.19","1.95M","5.37%"
"Sep 19, 1999","14.53","14.00","15.50","13.66","3.88M","2.90%"
"Sep 12, 1999","14.12","13.25","14.31","13.25","2.77M","4.36%"
"Sep 05, 1999","13.53","12.81","13.81","12.81","1.96M","4.56%"
"Aug 29, 1999","12.94","11.53","13.50","11.38","3.60M","12.23%"
"Aug 22, 1999","11.53","12.19","12.81","11.44","1.69M","-4.39%"
"Aug 15, 1999","12.06","11.12","12.12","11.03","862.40K","8.45%"
"Aug 08, 1999","11.12","9.81","11.38","9.81","624.00K","13.35%"
"Aug 01, 1999","9.81","10.31","10.69","9.81","391.40K","-4.01%"
"Jul 25, 1999","10.22","11.12","11.12","10.12","476.20K","-8.42%"
"Jul 18, 1999","11.16","11.12","11.50","11.00","500.20K","-0.80%"
"Jul 11, 1999","11.25","11.16","11.38","11.06","348.60K","0.81%"
"Jul 04, 1999","11.16","12.19","12.19","10.25","1.21M","-7.92%"
"Jun 27, 1999","12.12","11.41","12.56","11.41","649.00K","6.22%"
"Jun 20, 1999","11.41","11.34","11.56","11.03","339.60K","1.15%"
"Jun 13, 1999","11.28","11.50","11.78","10.97","786.40K","0.80%"
"Jun 06, 1999","11.19","11.12","11.72","10.94","820.60K","0.27%"
"May 30, 1999","11.16","11.44","11.47","10.69","706.80K","-1.59%"
"May 23, 1999","11.34","11.25","11.72","10.34","1.72M","0.80%"
"May 16, 1999","11.25","10.16","11.47","10.16","1.99M","10.08%"
"May 09, 1999","10.22","8.03","10.31","7.91","3.04M","27.75%"
"May 02, 1999","8.00","7.88","8.03","7.69","429.60K","1.52%"
"Apr 25, 1999","7.88","7.81","8.31","7.69","547.80K","1.29%"
"Apr 18, 1999","7.78","7.94","8.19","7.62","598.60K","-1.27%"
"Apr 11, 1999","7.88","7.56","8.06","7.28","684.00K","2.87%"
"Apr 04, 1999","7.66","7.94","8.00","7.28","496.60K","-2.79%"
"Mar 28, 1999","7.88","7.94","8.06","7.62","475.60K","0.90%"
"Mar 21, 1999","7.81","8.09","8.25","7.47","1.25M","0.00%"
"Mar 14, 1999","7.81","7.22","8.00","7.06","1.25M","9.08%"
"Mar 07, 1999","7.16","6.91","7.69","6.62","1.08M","4.07%"
"Feb 28, 1999","6.88","7.25","7.38","6.84","588.60K","-5.88%"
